微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1UwXpMT0,#货拉拉 保时捷#【保时捷拖欠货拉拉司机运费，还投诉导致封号？货拉拉：的确接到投诉，但未对司机封号】#货拉拉称未对司机进行封号等处理#11月23日，一则“货拉拉司机向保时捷维权”的视频在社交平台引发关注，拍摄视频的司机称保时捷工作人员拖欠600元搬运费，还向平台投诉要封号。当日深夜，保时捷发布事件说明称，此事系合作方与货运平台工作人员发生的纠纷事件，并致歉。24日，极目新闻记者从货拉拉平台获悉，平台方的确接到下单方的投诉，但平台没有对司机有任何封号行为，也未扣除司机行为分，司机账号一直可以正常接单，更不存在所谓“先封号后解封”的情况。有网友指出，视频里司机手机的货拉拉App一直有推单声，司机没被封号被限制。一名货拉拉司机也向极目新闻记者确认，视频中曾响起货拉拉平台来新订单的提示音，师傅听到声音后可自行决定是否抢单。#保时捷 货拉拉##保时捷公开道歉# ,,无,无,无,2024-11-25 11:15,iPhone 13,0,0,0
P1UwJ0y8O,#王楚钦夺冠##王楚钦感谢马龙给自己的一句话#  王楚钦：“成绩差时每一天都很痛苦！感谢龙哥跟我说的一句话，坚持和意志力，这几个字对于自己这次比赛挺重要的！ ”#王楚钦总决赛夺冠#  ,,无,无,无,2024-11-25 11:15,iPhone 13,0,0,0
P1U4Rwoyr,#首场寒潮来袭##下半年首场寒潮来袭#【警惕雪灾风险！#内蒙古黑龙江将有大暴雪#】本轮寒潮天气有什么特点？气温降幅大，体感变化明显。除了青藏高原之外，我国大部地区气温会有6~10℃下降，北方不少地区降温幅度会在14℃以上。记得要备好棉服、羽绒服。#降温预报图逐渐冻到发紫#受寒潮影响，大风持续时间长。从今天开始到月末，中东部不少地区都会有4~6级大风，阵风会有7~9级。 ,,无,无,无,2024-11-25 10:06,iPhone 13,0,0,0
P1U4JvuxO,#发型师晓华##发型师晓华最担心老顾客因为排队不来了# 大家真的有点儿疯狂了，这泼天的流量让晓华姐有点儿招架不住，超负荷剪发，确实不是长久之计，毕竟也是人，不是机器，或许应该让生活回归本来的样子  ,,无,无,无,2024-11-25 10:06,iPhone 13,0,0,0
P1U4An36v,#胖东来禁员工彩礼#胖东来为什么会突然宣布员工不允许要付彩礼的规定？据说是因为胖东来工资福利堪比国企（公务员），有部分女员工打着胖东来员工的旗号，故意提高彩礼，还不止一个都曝到公司上层去了！胖东来员工的收入福利在当地优于公务员水平，公开资料目前基层员工月薪已经达到8500-10000元，例如本月胖东来珠宝招聘30个人，报名人数6900人，招录比达230：1，堪比考公，珠宝部门年薪从来没有低于20万，就知道胖东来女员工在当地婚恋市场是怎样的存在了！ ,,无,无,无,2024-11-25 10:05,iPhone 13,0,0,0
P1U4i69KG,#快手被警告处罚#快手平台做为典型，被警告以及处罚  ,,无,无,无,2024-11-25 10:04,iPhone 13,0,0,0
P1U46oAZ7,#国考#【#国考11月25日0点开始打印准考证#】#国考打印准考证#距离2025年国考笔试仅剩6天。各位考生注意，11月25日0:00至12月1日15:00，按时打印准考证。  ,,无,无,无,2024-11-25 10:04,iPhone 13,0,0,1
P1U3WspXd,#WTT福冈总决赛#回放2024年WTT福冈总决赛男单决赛全程王楚钦🆚张本智和王楚钦以4-0的比分横扫张本智和夺冠具体情况如下：首局比赛王楚钦迅速进入状态，利用接发球抢攻，打出一波10比0的悬殊比分，最终以11比2轻松拿下首局.第二局比赛张本智和的手感有所恢复，但仍未找到比赛节奏 ，王楚钦出手果断，取得领先，随后张本智和强势反扑，一度将比分追至7平，不过王楚钦顶住压力，以11比8再胜一局.第三局比赛王楚钦通过积极进攻持续给对手施压，比分一度为7-1，尽管张本智和暂停过后也没能扭转败局，王楚钦以11比7拿下此局.第四局比赛开局阶段双方比分紧咬，王楚钦在本局中段连续得分，最终以11比5赢得比赛胜利，从而以总比分4比0夺冠 ,,无,无,无,2024-11-25 10:04,iPhone 13,0,0,0
P1U3HFQqM,#王曼昱夺冠#WTT福冈总决赛 #王曼昱总决赛夺冠#  看到一段采访，太搞笑了！记者问王曼昱，怎么看待一轮一轮竞争，王曼昱听成了“一轮游竞争”，她还一本正经的重复了一次🤣😂  ,,无,无,无,2024-11-25 10:03,iPhone 13,0,0,1
P1U3Bn0Cn,#叶嘉莹逝世#叶先生是1978年主动从台湾回到大陆任教的，那时的待遇什么的根本无法跟台湾比。她发自内心热爱中国文化，没有任何理由。而现时的台湾，已经容不得放有中国文化书籍的书桌了。叶先生出生在战乱的年代，中年的时候，她的丈夫没有工作，两个女儿都在美国读书，家庭开销很大，她只能一个人拖着箱子，辗转多地讲课。她接下了加拿大的教职，硬着头皮用英文上课，每天晚上抱着英文字典查到深夜，第二天早起给再学生们上课，每天夜里都是两三点钟睡觉。 ,,无,无,无,2024-11-25 10:03,iPhone 13,0,0,0
P1U3qBZ69,#王楚钦夺冠#福冈总决赛，王楚钦总决赛夺冠 记录•王楚钦WTT总决赛三连冠🏆🏆🏆  ,,无,无,无,2024-11-25 10:02,iPhone 13,0,0,0
P1TMlpv8Y,#国考#【转发加油！#11月25日0点开始打印国考准考证#】#国考#报考人员应在2024年11月25日0:00至12月1日15：00期间登录专题网站→http://t.cn/EwMnQ2T选择“考生考务入口”（或报名确认及准考证打印网址）进入，通过报名序号和身份证号登录报名确认及准考证打印系统。仔细阅读《准考证打印须知》，阅读完毕后，勾选“我已阅知并同意”，点击“下一步”按钮跳转至省（自治区、直辖市）《准考证打印注意事项》，阅读完毕后，勾选“我已阅知并同意”，点击“下一步”按钮显示报考人员的准考证信息，点击“打印”按钮，即可完成准考证打印打印中如遇问题请与当地考试机构联系解决。转发祝福，祝你成功上岸！ ,,无,无,无,2024-11-25 09:20,国考超话,0,0,2
P1TMesPQn,#首场寒潮来袭#【#寒潮频繁出现是冷冬要来了吗#】#小雪节气为啥总遇上寒潮#本周进入小雪节气。在我国一年之中，寒潮在11月份出现最频繁。1951至2020年一共出现了68次寒潮，其中，小雪节气是全年寒潮第二多的节气。寒潮主要根据降温幅度来判断，季节转换期的11月或次年3月，冷空气到来，温度起伏变动大，相对容易满足寒潮标准。而在我们以为寒潮最多的严冬时节，由于基础温度相对较低，降温幅度反而有限。作为冬天的“常客”，大家对寒潮形成了一些误解。比如寒潮频繁来袭就意味着冷冬的到来。其实，冷冬的基本要素为冬季三个月（12月至次年2月）平均气温偏低于特定值，而且出现冷冬的地方超过全国有效面积的50%，则定义为全国性冷冬。因此，冷冬更多是总结性而非预测性。 ,,无,无,无,2024-11-25 09:20,iPhone 13,0,0,0
P1TM9hynS,#A股大跌#一大跌就到处找利空，一大涨就忘了利空，就会到处找利好，做股票只看几天，不看趋势，只能做井底之蛙。  ,,无,无,无,2024-11-25 09:20,iPhone 13,0,0,0
P1TLYEdoL,#发型师晓华#【#发型师晓华最担心老顾客因为排队不来了#】#发型师晓华已经在为流量退去做准备# “发型师晓华”本名李静，11月初，一股巨大的流量突然汹涌而来。对此，李静的态度是：无所谓，不要太计较，我自己想做什么就做什么，我又不受制于人。现在，让李静最担心的是，从前作为收入支撑的老客户，因为排队原因都不再光顾了。李静也不知道流量退去后能留下什么，但她已经开始做起了准备。她说自己这段时间在家精进一下技术，确保烫染不要翻车。 ,,无,无,无,2024-11-25 09:19,iPhone 13,0,0,0
P1TLOqqDc,#王楚钦夺冠##王楚钦说重新享受胜利声音很幸福#【王楚钦荣耀登顶，热血逆袭！】2024 年 11 月 24 日，WTT 福冈总决赛男单决赛，王楚钦燃爆赛场，4 比 0 干脆利落地横扫日本选手张本智和，捧起冠军奖杯，锁定年终世界第一！这一路，他走得太不容易。巴黎奥运男单折戟，坠入低谷，质疑声、失落感如潮水般涌来。可他，偏是那打不倒的“小强”，咬着牙在黑暗中摸索前行，积极调试心态、打磨战术，以全新姿态重回战场，当真是“每一次跌倒，都是崛起的序章”。 ,,无,无,无,2024-11-25 09:19,iPhone 13,0,0,0
P1TLuEF5u,#王曼昱夺冠##王曼昱总决赛夺冠#王曼昱夺冠后接受现场采访，她表示，非常激动，第一次夺得总决赛冠军，也是一个突破。今天我跟同同两个人在场上发挥了百分之百的水平。最后能赢下来也有运气的成分，我感到很开心吧。  ,,无,无,无,2024-11-25 09:18,iPhone 13,0,0,0
P1T8kjBjh,#首场寒潮来袭#局地降温16℃以上！极限逆转冻到发紫，寒潮预警升至黄色！此次寒潮有三大特点，北方要警惕雪灾风险#今年下半年首场寒潮来袭#  ,,无,无,无,2024-11-25 07:42,iPhone 13,0,0,0
P1T81lzIW,#WTT福冈总决赛##陈幸同说恭喜曼昱也恭喜自己##陈幸同说下个赛场见#北京时间11月24日，WTT福冈总决赛女单决赛迎来中国队内战，由王曼昱对阵陈幸同。经过七局的较量，陈幸同历经7局鏖战最终3-4惜败王曼昱，获得了WTT年终总决赛女单亚军。赛后，陈幸同更新了个人社媒，她晒出了本次赛事的比赛照和在日本拍下的照片，并配文祝贺队友王曼昱，同时也鼓励自己：“恭喜曼昱，也恭喜我自己！同时也想念去年总决赛的姐妹！暂时的对手，永远的朋友！最后也要谢谢为我加油的每一位！下个赛场见❤️” ,,无,无,无,2024-11-25 07:41,iPhone 13,0,0,0
P1T7PgULQ,#王曼昱夺冠##王曼昱总决赛夺冠# 孙颖莎和co子有说有笑，现场见证王曼昱女单夺冠，期待莎莎的下一个赛场王者归来！  ,,无,无,无,2024-11-25 07:40,iPhone 13,0,0,0
P1T7ICWmD,#王楚钦夺冠#王楚钦再次零封张本智和，六度夺冠，让对手感到绝望。 #WTT##国乒#  ,,无,无,无,2024-11-25 07:40,iPhone 13,0,0,0
P1OlJvmFS,#WTT福冈总决赛##WTT福冈总决赛2024#王曼昱4-3陈幸同首夺WTT总决赛女单冠军🏆一起享受胜利时刻🔥  ,,无,无,无,2024-11-24 19:31,iPhone 13,0,0,0
P1OlxqHyt,#王曼昱夺冠#恭喜王曼昱，自身实力就是你最好的“背景”，球迷就是你永远的“后台”，未来一起加油  ,,无,无,无,2024-11-24 19:30,iPhone 13,1,0,0
P1Olqu1th,#叶嘉莹逝世#【#叶嘉莹是穿裙子的士#】#席慕蓉说叶嘉莹就是诗魂# 古典文学研究专家、教育家、诗人叶嘉莹，于2024年11月24日下午逝世，享年100岁。提到中国诗词，有一个人的名字不得不提，她就是叶嘉莹。诗人席慕蓉直言“她就是诗魂”；痖弦称赞叶嘉莹是“ 穿裙子的士”；作家白先勇称“ 叶先生是引导我进入中国诗词殿堂的人”，他回忆在台大读书的时候常常从外文系逃课去听她的课。今年7月6日（农历六月初一），这位诗词大家刚刚过了她的100岁诞辰。教书数十载，桃李满天下，叶嘉莹在人生的晚年卖掉京津两处房产，又将自己的稿费、版税收入悉数捐出，累计捐赠3568万元，在南开大学设立“迦陵基金”，都让她为传统文化留下了浓重的一笔。但当她荣耀加身时，她却说： “我教了一辈子书，除了作为一名教师，一无所长。” ,,无,无,无,2024-11-24 19:30,iPhone 13,0,0,0
P1OlchZGm,#王楚钦夺冠##王楚钦[超话]# [抱一抱]#王楚钦加油#   清风拂翠袖，明月伴婆娑。 驰骋天地间，悠然逸韵和。  恭喜王楚钦夺冠🏆我们下个赛场见！  ,,无,无,无,2024-11-24 19:30,iPhone 13,0,0,0
P1O8g3yHU,#王楚钦夺冠#🏆#王楚钦总决赛夺冠##王楚钦4比0张本智和#🏓️WTT福冈总决赛男单决赛，@王楚钦___ 4-0战胜张本智和，夺得男单冠军！比分：11-2、11-8、11-7、11-5。  ,,无,无,无,2024-11-24 18:58,iPhone 13,0,0,0
P1O84Bo2c,#王曼昱夺冠#再次恭喜恭喜楚钦三连冠，鳗鱼也是第一次获得总决赛冠军，真的恭喜你们～下个赛场见了  #王楚钦锁定年终世界第1#｜  ,,无,无,无,2024-11-24 18:57,iPhone 13,0,0,0
P1NgnmhuR,#医院收费新规#按需选购 方便查阅本人检查资料 好便捷 不捆绑收费 好样的  ,,无,无,无,2024-11-24 16:45,iPhone 13,1,0,3
P1NgeC2U4,#陈幸同#女单决赛！王曼昱暂时1:0陈幸同，7个没想到1、没想到，两人开局直接“对攻”，都不防守2、没想到，同同打球突然“开窍”了3、没想到，奥运会后同同越打越“凶狠”了4、没想到，同同手握5个局点竟然没有拿下5、没想到，第一局两人打到13:11才结束6、没想到，曼昱适应同同节奏后，果断出手你们预测谁将会夺冠呢？ ,,无,无,无,2024-11-24 16:45,iPhone 13,1,0,2
P1Ng403IG,#王曼昱##王曼昱vs陈幸同# WTT福冈总决赛女单决赛，王曼昱vs陈幸同，为两位运动员加油！  ,,无,无,无,2024-11-24 16:44,iPhone 13,0,0,2
P1NfVzBI5,#前体操冠军擦边争议##吴柳芳和管晨辰疑似剧本炒作# 吴柳芳加入的是童锦程的公会，而且管晨辰和童锦程也有交集。 两家有过剧本炒作的公会，很难不让人怀疑。 如果没有它们在背后推动，舆论不可能发酵得如此之快！两人都是网红，都需要热度，会不会是“猫一杯事件”重演？ 吴柳芳争议流量收割者才是最大赢家，现在粉丝超200万！ ,,无,无,无,2024-11-24 16:44,iPhone 13,0,0,0
